Compound_SMILES,Compound_InchiKeys,Compound_Name,UniProt_Id,Entrez_Gene_Symbol,DiscoveRx_Gene_Symbol,pKd_[M]_pred
O=C(NCC1=CC=CC=C1)C2=CC=C(S(=O)(NCC3=CC=CC=C3)=O)C=C2,QDGVJMITKNOVTP-UHFFFAOYSA-N,TH263,O75914,PAK3,PAK3,3.993149204
s1c(nc3c1-c2n(nc(c2CC3)-c4cnccc4)-c5ccc(cc5)C6(CC6)N(C)C)NC(=O)OC,GGDDUQGGATVHON-UHFFFAOYSA-N,BI00822448,Q9NQU5,PAK6,PAK6,3.996122135
CC(C)c1ccc2\C(=N/Nc3ccc(cc3)S(N)(=O)=O)C(=O)Nc2c1,KBESLZOGXNTNCJ-UHFFFAOYSA-N,GW300653X,P16234,PDGFRA,PDGFRA,3.879041149
N(c1ncc(o1)-c1ccccc1)c1ccccc1,HFICAVMUTYFODG-UHFFFAOYSA-N,GW549390X,P16234,PDGFRA,PDGFRA,3.711932859
NS(=O)(=O)c1ccc(Nc2cc(n[nH]2)-c2cccc(O)c2)cc1,PVLOKYREDKFWTF-UHFFFAOYSA-N,GW831090X,P16234,PDGFRA,PDGFRA,3.88249485
N#Cc1cccc(Nc2ncc(o2)-c2ccccc2)c1,VZMXZHOJAGFSNF-UHFFFAOYSA-N,GW627834A,P16234,PDGFRA,PDGFRA,3.915704293
Clc1c(cccc1)-n2nc(c4c2-c3sc(nc3CC4)NC(=O)NCc5[nH]ccn5)-c6cnccc6,JXKHIJZYDXHNSW-UHFFFAOYSA-N,BI00048423,P09619,PDGFRB,PDGFRB,3.493917002
FC(F)(F)c1c(ccc(c1)NC(=O)c2cc(c(cc2)C)-c3noc(n3)-c4cnccc4)Cl,LQZIUMJCFXSPTG-UHFFFAOYSA-N,BI00831861,P09619,PDGFRB,PDGFRB,3.409437014
N(c1ncc(o1)-c1ccccc1)c1ccccc1,HFICAVMUTYFODG-UHFFFAOYSA-N,GW549390X,P09619,PDGFRB,PDGFRB,3.635993356
COc1ccc(cc1)-c1coc2ncnc(N)c12,QGHMHWPBFHABJY-UHFFFAOYSA-N,GW642125X,P09619,PDGFRB,PDGFRB,3.762303306
NS(=O)(=O)c1ccc(Nc2cc(n[nH]2)-c2cccc(O)c2)cc1,PVLOKYREDKFWTF-UHFFFAOYSA-N,GW831090X,P09619,PDGFRB,PDGFRB,3.772314055
N#Cc1cccc(Nc2ncc(o2)-c2ccccc2)c1,VZMXZHOJAGFSNF-UHFFFAOYSA-N,GW627834A,P09619,PDGFRB,PDGFRB,3.838790683
N(c1ncc(o1)-c1ccccc1)c1ccc(Oc2ccccc2)cc1,MKASXHWBPFPYNF-UHFFFAOYSA-N,GW641155A,P09619,PDGFRB,PDGFRB,3.75153674
CC(C)c1ccc2\C(=N/Nc3ccc(cc3)S(N)(=O)=O)C(=O)Nc2c1,KBESLZOGXNTNCJ-UHFFFAOYSA-N,GW300653X,P15735,PHKG2,PHKG2,3.734208508
O=C(C1CC1)NC2=NNC3=C2C=CC(C4=CC=CC(NS(N(C)CC)(=O)=O)=C4)=C3,NKCMEGZSWOVKIL-UHFFFAOYSA-N,UNC-AA-1-0017,P15735,PHKG2,PHKG2,3.908048613
Clc1c(cccc1)-n2nc(c4c2-c3sc(nc3CC4)NC(=O)NCc5[nH]ccn5)-c6cnccc6,JXKHIJZYDXHNSW-UHFFFAOYSA-N,BI00048423,Q9UBF8,PI4KB,PIK4CB,3.858771635
s1c(nc3c1-c2n(nc(c2CC3)-c4cnccc4)-c5ccc(cc5)C6(CC6)N(C)C)NC(=O)OC,GGDDUQGGATVHON-UHFFFAOYSA-N,BI00822448,Q9UBF8,PI4KB,PIK4CB,3.776320277
s1c(nc3c1-c2n(nc(c2C(C3)C)-c4cnc(cc4)NCC)-c5c(cccc5)C)NC(=O)OC,FQXPXUGHKSKDIL-UHFFFAOYSA-N,BI00857480,Q9UBF8,PI4KB,PIK4CB,3.533635324
CC(C)OC(N(CC1)CCN1C2=NC3=C(C4=CN=C(C(F)(F)F)C=C4)C=NN3C=C2)=O,NDDGTHBFQLPYJL-UHFFFAOYSA-N,NK-92,Q9UBF8,PI4KB,PIK4CB,3.786060436
Clc1c(cc(cc1)C#CC2(CCN(CC2)C)OC)-c3nc-4c(cn3)CCc5nc(sc5-4)NC(=O)C,SKJMTJUJMPIXBJ-UHFFFAOYSA-N,BI00047875,O00750,PIK3C2B,PIK3C2B,4.002033187
Clc1c(cccc1)-n2nc(c4c2-c3sc(nc3CC4)NC(=O)NCc5[nH]ccn5)-c6cnccc6,JXKHIJZYDXHNSW-UHFFFAOYSA-N,BI00048423,O00750,PIK3C2B,PIK3C2B,3.995534046
s1c(nc3c1-c2n(nc(c2CC3)-c4cnccc4)-c5ccc(cc5)C6(CC6)N(C)C)NC(=O)OC,GGDDUQGGATVHON-UHFFFAOYSA-N,BI00822448,O00750,PIK3C2B,PIK3C2B,4.003858669
NS(=O)(=O)c1cccc(c1)-c1cc2ccncc2cc1OCc1ccccc1,WFQYBHCSVMMJEF-UHFFFAOYSA-N,GSK980961A,O00750,PIK3C2B,PIK3C2B,4.005132033
Clc1c(cc(cc1)C#CC2(CCN(CC2)C)OC)-c3nc-4c(cn3)CCc5nc(sc5-4)NC(=O)C,SKJMTJUJMPIXBJ-UHFFFAOYSA-N,BI00047875,O75747,PIK3C2G,PIK3C2G,4.008081747
Clc1c(cccc1)-n2nc(c4c2-c3sc(nc3CC4)NC(=O)NCc5[nH]ccn5)-c6cnccc6,JXKHIJZYDXHNSW-UHFFFAOYSA-N,BI00048423,O75747,PIK3C2G,PIK3C2G,4.009588553
s1c(nc3c1-c2n(nc(c2CC3)-c4cnccc4)-c5ccc(cc5)C6(CC6)N(C)C)NC(=O)OC,GGDDUQGGATVHON-UHFFFAOYSA-N,BI00822448,O75747,PIK3C2G,PIK3C2G,4.018385304
s1c(nc3c1-c2n(nc(c2C(C3)C)-c4cnc(cc4)NCC)-c5c(cccc5)C)NC(=O)OC,FQXPXUGHKSKDIL-UHFFFAOYSA-N,BI00857480,O75747,PIK3C2G,PIK3C2G,3.992216928
CC(N1CCN(C2=NC=NC(CC)=C2C#CC3=CC=C(N)N=C3)CC1)=O,GKROGJIGFRYBLZ-UHFFFAOYSA-N,BI00862142,O75747,PIK3C2G,PIK3C2G,3.984717263
O=C(N(C)C)/C(C#N)=C/C(O1)=CC=C1C2=NC3=CN=C(NC=C4)C4=C3N2C5CCCCC5,GJMZWYLOARVASY-NTCAYCPXSA-N,FM-381,O75747,PIK3C2G,PIK3C2G,3.861597134
Clc1c(cccc1)-n2nc(c4c2-c3sc(nc3CC4)NC(=O)NCc5[nH]ccn5)-c6cnccc6,JXKHIJZYDXHNSW-UHFFFAOYSA-N,BI00048423,Q8NEB9,PIK3C3,VPS34,2.871930702
CC(N1CCN(C2=NC=NC(CC)=C2C#CC3=CC=C(N)N=C3)CC1)=O,GKROGJIGFRYBLZ-UHFFFAOYSA-N,BI00862142,Q8NEB9,PIK3C3,VPS34,2.792847438
Clc1c(cc(cc1)C#CC2(CCN(CC2)C)OC)-c3nc-4c(cn3)CCc5nc(sc5-4)NC(=O)C,SKJMTJUJMPIXBJ-UHFFFAOYSA-N,BI00047875,P42336,PIK3CA,PIK3CA,3.989742441
Clc1c(cccc1)-n2nc(c4c2-c3sc(nc3CC4)NC(=O)NCc5[nH]ccn5)-c6cnccc6,JXKHIJZYDXHNSW-UHFFFAOYSA-N,BI00048423,P42336,PIK3CA,PIK3CA,3.995395376
s1c(nc3c1-c2n(nc(c2CC3)-c4cnccc4)-c5ccc(cc5)C6(CC6)N(C)C)NC(=O)OC,GGDDUQGGATVHON-UHFFFAOYSA-N,BI00822448,P42336,PIK3CA,PIK3CA,4.006581707
s1c(nc3c1-c2n(nc(c2C(C3)C)-c4cnc(cc4)NCC)-c5c(cccc5)C)NC(=O)OC,FQXPXUGHKSKDIL-UHFFFAOYSA-N,BI00857480,P42336,PIK3CA,PIK3CA,3.986488147
NS(=O)(=O)c1cccc(c1)-c1cc2ccncc2cc1OCc1ccccc1,WFQYBHCSVMMJEF-UHFFFAOYSA-N,GSK980961A,P42336,PIK3CA,PIK3CA,3.992563946
C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOC[C@@H]5C,JUSFANSTBFGBAF-IRXDYDNUSA-N,AZD2014,P42336,PIK3CA,PIK3CA,3.750213845
CC(N1CCN(C2=NC=NC(CC)=C2C#CC3=CC=C(N)N=C3)CC1)=O,GKROGJIGFRYBLZ-UHFFFAOYSA-N,BI00862142,P42336,PIK3CA,PIK3CA,3.969427629
Clc1c(cc(cc1)C#CC2(CCN(CC2)C)OC)-c3nc-4c(cn3)CCc5nc(sc5-4)NC(=O)C,SKJMTJUJMPIXBJ-UHFFFAOYSA-N,BI00047875,P42338,PIK3CB,PIK3CB,4.002654566
Clc1c(cccc1)-n2nc(c4c2-c3sc(nc3CC4)NC(=O)NCc5[nH]ccn5)-c6cnccc6,JXKHIJZYDXHNSW-UHFFFAOYSA-N,BI00048423,P42338,PIK3CB,PIK3CB,4.003018005
s1c(nc3c1-c2n(nc(c2CC3)-c4cnccc4)-c5ccc(cc5)C6(CC6)N(C)C)NC(=O)OC,GGDDUQGGATVHON-UHFFFAOYSA-N,BI00822448,P42338,PIK3CB,PIK3CB,4.012577666
CC(N1CCN(C2=NC=NC(CC)=C2C#CC3=CC=C(N)N=C3)CC1)=O,GKROGJIGFRYBLZ-UHFFFAOYSA-N,BI00862142,P42338,PIK3CB,PIK3CB,3.992628558
Clc1c(cc(cc1)C#CC2(CCN(CC2)C)OC)-c3nc-4c(cn3)CCc5nc(sc5-4)NC(=O)C,SKJMTJUJMPIXBJ-UHFFFAOYSA-N,BI00047875,O00329,PIK3CD,PIK3CD,3.979602916
s1c(nc3c1-c2n(nc(c2CC3)-c4cnccc4)-c5ccc(cc5)C6(CC6)N(C)C)NC(=O)OC,GGDDUQGGATVHON-UHFFFAOYSA-N,BI00822448,O00329,PIK3CD,PIK3CD,4.001115544
COc1ccc(cc1)-c1nn2ncccc2c1-c1ccnc(Nc2cccc(c2)C(F)(F)F)n1,BWBYKJFTJZIURF-UHFFFAOYSA-N,GW827105X,O00329,PIK3CD,PIK3CD,4.001111819
CNC(=O)c1cncc(\C=C\c2ccccc2Cl)c1,HVTWLTGGYKBXHX-VOTSOKGWSA-N,GW445017X,O00329,PIK3CD,PIK3CD,3.985011382
CC(N1CCN(C2=NC=NC(CC)=C2C#CC3=CC=C(N)N=C3)CC1)=O,GKROGJIGFRYBLZ-UHFFFAOYSA-N,BI00862142,O00329,PIK3CD,PIK3CD,3.973425014
Clc1c(cc(cc1)C#CC2(CCN(CC2)C)OC)-c3nc-4c(cn3)CCc5nc(sc5-4)NC(=O)C,SKJMTJUJMPIXBJ-UHFFFAOYSA-N,BI00047875,P48736,PIK3CG,PIK3CG,4.019450559
Clc1c(cccc1)-n2nc(c4c2-c3sc(nc3CC4)NC(=O)NCc5[nH]ccn5)-c6cnccc6,JXKHIJZYDXHNSW-UHFFFAOYSA-N,BI00048423,P48736,PIK3CG,PIK3CG,4.005571736
s1c(nc3c1-c2n(nc(c2CC3)-c4cnccc4)-c5ccc(cc5)C6(CC6)N(C)C)NC(=O)OC,GGDDUQGGATVHON-UHFFFAOYSA-N,BI00822448,P48736,PIK3CG,PIK3CG,4.012027217
s1c(nc3c1-c2n(nc(c2C(C3)C)-c4cnc(cc4)NCC)-c5c(cccc5)C)NC(=O)OC,FQXPXUGHKSKDIL-UHFFFAOYSA-N,BI00857480,P48736,PIK3CG,PIK3CG,3.999488188
NS(=O)(=O)c1cccc(c1)-c1cc2ccncc2cc1OCc1ccccc1,WFQYBHCSVMMJEF-UHFFFAOYSA-N,GSK980961A,P48736,PIK3CG,PIK3CG,4.005621238
CC(N1CCN(C2=NC=NC(CC)=C2C#CC3=CC=C(N)N=C3)CC1)=O,GKROGJIGFRYBLZ-UHFFFAOYSA-N,BI00862142,P48736,PIK3CG,PIK3CG,3.999197377
s1c(nc3c1-c2n(nc(c2CC3)-c4cnccc4)-c5ccc(cc5)C6(CC6)N(C)C)NC(=O)OC,GGDDUQGGATVHON-UHFFFAOYSA-N,BI00822448,Q9Y2I7,PIKFYVE,PIKFYVE,2.513769252
s1c(nc3c1-c2n(nc(c2C(C3)C)-c4cnc(cc4)NCC)-c5c(cccc5)C)NC(=O)OC,FQXPXUGHKSKDIL-UHFFFAOYSA-N,BI00857480,Q9Y2I7,PIKFYVE,PIKFYVE,2.483989937
s1c(nc3c1-c2n(nc(c2CC3)-c4cnccc4)-c5ccc(cc5)C6(CC6)N(C)C)NC(=O)OC,GGDDUQGGATVHON-UHFFFAOYSA-N,BI00822448,P11309,PIM1,PIM1,4.0194187
CN1CCC(CNC(C=C2)=NN3C2=NC=C3C4=CC=CC(OC(F)(F)F)=C4)CC1,MHXGEROHKGDZGO-UHFFFAOYSA-N,SGI-1776,Q9P1W9,PIM2,PIM2,3.991732402
CN1CCC(CNC(C=C2)=NN3C2=NC=C3C4=CC=CC(OC(F)(F)F)=C4)CC1,MHXGEROHKGDZGO-UHFFFAOYSA-N,SGI-1776,Q86V86,PIM3,PIM3,3.985103263
O=C(NC=C1)C2=C1C(C(C(C)C)=NO3)=C3C4=C2C=C(C)C=C4,RHCWRLPKOJKBJP-UHFFFAOYSA-N,MO 286/LN 989,P78356,PIP4K2B,PIP5K2B,3.999479545
Clc1c(cccc1)-n2nc(c4c2-c3sc(nc3CC4)NC(=O)NCc5[nH]ccn5)-c6cnccc6,JXKHIJZYDXHNSW-UHFFFAOYSA-N,BI00048423,Q8TBX8,PIP4K2C,PIP5K2C,3.91110198
s1c(nc3c1-c2n(nc(c2CC3)-c4cnccc4)-c5ccc(cc5)C6(CC6)N(C)C)NC(=O)OC,GGDDUQGGATVHON-UHFFFAOYSA-N,BI00822448,Q8TBX8,PIP4K2C,PIP5K2C,3.925047202
CN1CCC(CC1)n1cnc(c1-c1ccnc(NCCO)n1)-c1ccc(F)cc1,XKOQKLFWCLUSAU-UHFFFAOYSA-N,SB-226879,Q8TBX8,PIP4K2C,PIP5K2C,3.905445082
CN1CCC(CC1)n1cnc(c1-c1ccnc(N)n1)-c1ccc(F)cc1,SVRAGOOKTLUHES-UHFFFAOYSA-N,SB-220455,Q8TBX8,PIP4K2C,PIP5K2C,3.889777703
CN1CCC(NC(C2=CC(OC)=C(NC3=NC=C(N(C(C(F)(F)CN4C5CCCC5)=O)C)C4=N3)C=C2F)=O)CC1,GWRSATNRNFYMDI-UHFFFAOYSA-N,TAK960,Q8TBX8,PIP4K2C,PIP5K2C,3.723855747
CS(=O)(=O)Nc1cccc(c1)-c1ccc2c(NC(=O)C3CC3)n[nH]c2c1,FUQAHBLEGDXXKS-UHFFFAOYSA-N,SB-742864,Q99755,PIP5K1A,PIP5K1A,3.45755416
Clc1c(cccc1)-n2nc(c4c2-c3sc(nc3CC4)NC(=O)NCc5[nH]ccn5)-c6cnccc6,JXKHIJZYDXHNSW-UHFFFAOYSA-N,BI00048423,O60331,PIP5K1C,PIP5K1C,3.901135309
NS(=O)(=O)c1cccc(c1)-c1ccc2c(NC(=O)C3CC3)n[nH]c2c1,AXXSVTAXFAAJTE-UHFFFAOYSA-N,SB-741905,O60331,PIP5K1C,PIP5K1C,3.885830118
CS(=O)(=O)Nc1cccc(c1)-c1ccc2c(NC(=O)C3CC3)n[nH]c2c1,FUQAHBLEGDXXKS-UHFFFAOYSA-N,SB-742864,O60331,PIP5K1C,PIP5K1C,3.858783407
NS(=O)(=O)c1ccc(Nc2cc(n[nH]2)-c2cccc(O)c2)cc1,PVLOKYREDKFWTF-UHFFFAOYSA-N,GW831090X,O60331,PIP5K1C,PIP5K1C,3.891389175
N#Cc1cccc(Nc2ncc(o2)-c2ccccc2)c1,VZMXZHOJAGFSNF-UHFFFAOYSA-N,GW627834A,O60331,PIP5K1C,PIP5K1C,3.865948094
O=C(OC)C1=CC=C(C2=C(C(N)=C(C(N)=O)S3)C3=NC(N4CCC(N)CC4)=C2)C=C1,LBVMBECAHIBYAO-UHFFFAOYSA-N,BI00604549,O60331,PIP5K1C,PIP5K1C,3.93278469
O=S(NC1=CC(C2=CC=C(C(NC(C3CC3)=O)=NN4)C4=C2)=CC=C1)(N(CC)CC)=O,UCBIQZUJJSVQHL-UHFFFAOYSA-N,UNC-AA-1-0013,O60331,PIP5K1C,PIP5K1C,3.816462456
O=C(C1CC1)NC2=NNC3=C2C=CC(C4=CC=CC(NS(N(C)CC)(=O)=O)=C4)=C3,NKCMEGZSWOVKIL-UHFFFAOYSA-N,UNC-AA-1-0017,O60331,PIP5K1C,PIP5K1C,3.927272035
O=C(C1CC1)NC2=NNC3=C2C=CC(C4=CC=CC(NS(CC(C)C)(=O)=O)=C4)=C3,SENOTLIGBLGKGP-UHFFFAOYSA-N,UNC-AA-1-0022,O60331,PIP5K1C,PIP5K1C,3.93371786
O=S(C2=CC=CC1=CN=CC=C12)(NCCNC/C=C/C3=CC=C(Br)C=C3)=O,ZKZXNDJNWUTGDK-NSCUHMNNSA-N,H89,Q16512,PKN1,PKN1,3.911132766
Fc1ccc(cc1)-c1c(nc2SCCn12)-c1ccncc1,GLHFDXWSDZWRNN-UHFFFAOYSA-N,SKF-86055,P53350,PLK1,PLK1,4.021955027
NC(=O)c1sc(cc1OCc1ccccc1Br)-n1cnc2ccccc12,BWZJWBWWGBNPLH-UHFFFAOYSA-N,GSK1023156A,P53350,PLK1,PLK1,3.996129645
COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(C)=O)c2cc1OC,JFNQBWFEGWHHDQ-UHFFFAOYSA-N,GSK1030059A,P53350,PLK1,PLK1,3.991574003
CN1CCC(NC(C2=CC(OC)=C(NC3=NC=C(N(C(C(F)(F)CN4C5CCCC5)=O)C)C4=N3)C=C2F)=O)CC1,GWRSATNRNFYMDI-UHFFFAOYSA-N,TAK960,P53350,PLK1,PLK1,3.475926249
NC(=O)c1sc(cc1OCc1ccccc1Br)-n1cnc2ccccc12,BWZJWBWWGBNPLH-UHFFFAOYSA-N,GSK1023156A,Q9NYY3,PLK2,PLK2,3.979642047
COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(C)=O)c2cc1OC,JFNQBWFEGWHHDQ-UHFFFAOYSA-N,GSK1030059A,Q9NYY3,PLK2,PLK2,3.978498025
CN1CCC(NC(C2=CC(OC)=C(NC3=NC=C(N(C(C(F)(F)CN4C5CCCC5)=O)C)C4=N3)C=C2F)=O)CC1,GWRSATNRNFYMDI-UHFFFAOYSA-N,TAK960,Q9NYY3,PLK2,PLK2,3.849349005
NC(=O)c1sc(cc1OCc1ccccc1Br)-n1cnc2ccccc12,BWZJWBWWGBNPLH-UHFFFAOYSA-N,GSK1023156A,Q9H4B4,PLK3,PLK3,3.991079463
CN1CCC(NC(C2=CC(OC)=C(NC3=NC=C(N(C(C(F)(F)CN4C5CCCC5)=O)C)C4=N3)C=C2F)=O)CC1,GWRSATNRNFYMDI-UHFFFAOYSA-N,TAK960,Q9H4B4,PLK3,PLK3,3.988649322
Fc1c(c(ccc1NS(=O)(=O)CCC)F)-n2nnc(c2)-c3cncc(c3)OC,PBZQXUCHRRZRTF-UHFFFAOYSA-N,BI00865461,Q13131,PRKAA1,AMPK-alpha1,3.559415261
O=S(C2=CC=CC1=CN=CC=C12)(NCCNC/C=C/C3=CC=C(Br)C=C3)=O,ZKZXNDJNWUTGDK-NSCUHMNNSA-N,H89,P22694,PRKACB,PKAC-beta,4.008262499
O=S(C2=CC=CC1=CN=CC=C12)(NCCNC/C=C/C3=CC=C(Br)C=C3)=O,ZKZXNDJNWUTGDK-NSCUHMNNSA-N,H89,Q05655,PRKCD,PRKCD,4.006699575
O=S(C2=CC=CC1=CN=CC=C12)(NCCNC/C=C/C3=CC=C(Br)C=C3)=O,ZKZXNDJNWUTGDK-NSCUHMNNSA-N,H89,P24723,PRKCH,PRKCH,4.016261054
O=S(NC1=CC(C2=CC=C(C(NC(C3CC3)=O)=NN4)C4=C2)=CC=C1)(N(CC)CC)=O,UCBIQZUJJSVQHL-UHFFFAOYSA-N,UNC-AA-1-0013,P24723,PRKCH,PRKCH,4.015414698
O=S(C2=CC=CC1=CN=CC=C12)(NCCNC/C=C/C3=CC=C(Br)C=C3)=O,ZKZXNDJNWUTGDK-NSCUHMNNSA-N,H89,Q13976,PRKG1,PRKG1,4.004173352
O=S(C2=CC=CC1=CN=CC=C12)(NCCNC/C=C/C3=CC=C(Br)C=C3)=O,ZKZXNDJNWUTGDK-NSCUHMNNSA-N,H89,P51817,PRKX,PRKX,3.990248038
CC(C)OC(N(CC1)CCN1C2=NC3=C(C4=CN=C(C(F)(F)F)C=C4)C=NN3C=C2)=O,NDDGTHBFQLPYJL-UHFFFAOYSA-N,NK-92,Q13523,PRPF4B,PRP4,3.997353418
CN1CCC(NC(C2=CC(OC)=C(NC3=NC=C(N(C(C(F)(F)CN4C5CCCC5)=O)C)C4=N3)C=C2F)=O)CC1,GWRSATNRNFYMDI-UHFFFAOYSA-N,TAK960,Q05397,PTK2,FAK,3.951444162
S(=O)(=O)(N1CCC(CC1)Oc3c(cc2ncnc(c2c3)N[C@H](C)c4ccccc4)OC)C,HNCQUOKLTSGCPT-MRXNPFEDSA-N,BI00010951,Q14289,PTK2B,PYK2,2.737105949
Fc1c(c(ccc1NS(=O)(=O)CCC)F)-n2nnc(c2)-c3cncc(c3)OC,PBZQXUCHRRZRTF-UHFFFAOYSA-N,BI00865461,Q13882,PTK6,BRK,3.971365107
COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,RARTTYYZTRKYDS-UHFFFAOYSA-N,GI261520A,Q13882,PTK6,BRK,3.991786761
Fc1c(c(ccc1NS(=O)(=O)CCC)F)-n2nnc(c2)-c3cncc(c3)OC,PBZQXUCHRRZRTF-UHFFFAOYSA-N,BI00865461,P04049,RAF1,RAF1,3.976422085
C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOC[C@@H]5C,JUSFANSTBFGBAF-IRXDYDNUSA-N,AZD2014,P04049,RAF1,RAF1,3.965356065
Clc1c(cc(cc1)C#CC2(CCN(CC2)C)OC)-c3nc-4c(cn3)CCc5nc(sc5-4)NC(=O)C,SKJMTJUJMPIXBJ-UHFFFAOYSA-N,BI00047875,Q9BRS2,RIOK1,RIOK1,2.964252217
CS(=O)(=O)Nc1cccc(c1)-c1ccc2c(NC(=O)C3CC3)n[nH]c2c1,FUQAHBLEGDXXKS-UHFFFAOYSA-N,SB-742864,Q9BRS2,RIOK1,RIOK1,2.95680706
CC(C)OC(N(CC1)CCN1C2=NC3=C(C4=CN=C(C(F)(F)F)C=C4)C=NN3C=C2)=O,NDDGTHBFQLPYJL-UHFFFAOYSA-N,NK-92,Q9BRS2,RIOK1,RIOK1,3.999610616
O=S(NC1=CC(C2=CC=C(C(NC(C3CC3)=O)=NN4)C4=C2)=CC=C1)(N(CC)CC)=O,UCBIQZUJJSVQHL-UHFFFAOYSA-N,UNC-AA-1-0013,Q9BRS2,RIOK1,RIOK1,2.800336821
O=C(C1CC1)NC2=NNC3=C2C=CC(C4=CC=CC(NS(N(C)CC)(=O)=O)=C4)=C3,NKCMEGZSWOVKIL-UHFFFAOYSA-N,UNC-AA-1-0017,Q9BRS2,RIOK1,RIOK1,3.436772404
O=C(NC=C1)C2=C1C(C(C(C)C)=NO3)=C3C4=C2C=C(C)C=C4,RHCWRLPKOJKBJP-UHFFFAOYSA-N,MO 286/LN 989,Q9BRS2,RIOK1,RIOK1,3.946364476
s1c(nc3c1-c2n(nc(c2C(C3)C)-c4cnc(cc4)NCC)-c5c(cccc5)C)NC(=O)OC,FQXPXUGHKSKDIL-UHFFFAOYSA-N,BI00857480,Q9BVS4,RIOK2,RIOK2,2.921236618
NC(=O)c1sc(cc1OCc1ccccc1Br)-n1cnc2ccccc12,BWZJWBWWGBNPLH-UHFFFAOYSA-N,GSK1023156A,Q9BVS4,RIOK2,RIOK2,3.360958128
Clc1ccc(CNc2nccc(n2)-c2cnn3ncccc23)cc1,NEWXQDRWGLAOAY-UHFFFAOYSA-N,GW781673X,Q9BVS4,RIOK2,RIOK2,3.325392945
CC(N1CCN(C2=NC=NC(CC)=C2C#CC3=CC=C(N)N=C3)CC1)=O,GKROGJIGFRYBLZ-UHFFFAOYSA-N,BI00862142,Q9BVS4,RIOK2,RIOK2,3.278202189
CS(=O)(=O)Nc1cccc(c1)-c1ccc2c(NC(=O)C3CC3)n[nH]c2c1,FUQAHBLEGDXXKS-UHFFFAOYSA-N,SB-742864,O14730,RIOK3,RIOK3,3.440193666
CC(C)OC(N(CC1)CCN1C2=NC3=C(C4=CN=C(C(F)(F)F)C=C4)C=NN3C=C2)=O,NDDGTHBFQLPYJL-UHFFFAOYSA-N,NK-92,O14730,RIOK3,RIOK3,3.969957395
ClC1=CC(NC2=NC=CC(NCCCN3CCOCC3)=N2)=CC=C1,XEEXZIORUKKBII-UHFFFAOYSA-N,DI00625271,O14730,RIOK3,RIOK3,3.715943588
O=S(NC1=CC(C2=CC=C(C(NC(C3CC3)=O)=NN4)C4=C2)=CC=C1)(N(CC)CC)=O,UCBIQZUJJSVQHL-UHFFFAOYSA-N,UNC-AA-1-0013,O14730,RIOK3,RIOK3,3.239603771
O=C(C1CC1)NC2=NNC3=C2C=CC(C4=CC=CC(NS(N(C)CC)(=O)=O)=C4)=C3,NKCMEGZSWOVKIL-UHFFFAOYSA-N,UNC-AA-1-0017,O14730,RIOK3,RIOK3,3.82234676
O=C(NC=C1)C2=C1C(C(C(C)C)=NO3)=C3C4=C2C=C(C)C=C4,RHCWRLPKOJKBJP-UHFFFAOYSA-N,MO 286/LN 989,O14730,RIOK3,RIOK3,3.964150889
s1c(nc3c1-c2n(nc(c2C(C3)C)-c4cnc(cc4)NCC)-c5c(cccc5)C)NC(=O)OC,FQXPXUGHKSKDIL-UHFFFAOYSA-N,BI00857480,O43353,RIPK2,RIPK2,3.216792269
O=S(NC1=CC(C2=CC=C(C(NC(C3CC3)=O)=NN4)C4=C2)=CC=C1)(N(CC)CC)=O,UCBIQZUJJSVQHL-UHFFFAOYSA-N,UNC-AA-1-0013,O43353,RIPK2,RIPK2,3.770947648
Clc1c(cccc1)-n2nc(c4c2-c3sc(nc3CC4)NC(=O)NCc5[nH]ccn5)-c6cnccc6,JXKHIJZYDXHNSW-UHFFFAOYSA-N,BI00048423,P57078,RIPK4,RIPK4,2.655646308
O=C(NCC1CC1)c1ccc(cc1)-c1cccc(c1)C(=O)NC1CC1,GTPHSWNKNONVOX-UHFFFAOYSA-N,GW806776X,Q13464,ROCK1,ROCK1,3.993489249
CN(C)CCCn1c(nc2cnccc12)-c1nonc1N,KFWBJWDHALYVMK-UHFFFAOYSA-N,SB-751399,Q13464,ROCK1,ROCK1,3.987003757
O=S(C2=CC=CC1=CN=CC=C12)(NCCNC/C=C/C3=CC=C(Br)C=C3)=O,ZKZXNDJNWUTGDK-NSCUHMNNSA-N,H89,Q13464,ROCK1,ROCK1,3.989188953
O=C(NCC1CC1)c1ccc(cc1)-c1cccc(c1)C(=O)NC1CC1,GTPHSWNKNONVOX-UHFFFAOYSA-N,GW806776X,O75116,ROCK2,ROCK2,3.976917191
CN(C)CCCn1c(nc2cnccc12)-c1nonc1N,KFWBJWDHALYVMK-UHFFFAOYSA-N,SB-751399,O75116,ROCK2,ROCK2,3.972474052
